english	translation	category	sub_category	source
Pelican	Pelicano	name	npc	Pelican
Ghoul	Carniçal	name	npc	Ghoul
Dwarf	Anão	name	npc	Dwarf
Chaos dwarf	Anão do caos	name	npc	Chaos dwarf
Adventurer Jon	Aventureiro João	name	npc	Adventurer Jon
Thordur	Thordur	name	npc	Thordur
Gunthor the brave	Gunthor o bravo	name	npc	Gunthor the brave
Jailer	Carcereiro	name	npc	Jailer
Black Heather	Urze negra	name	npc	Black Heather
Donny the lad	Donny o rapaz	name	npc	Donny the lad
Speedy Keith	Keith Veloz	name	npc	Speedy Keith
Salarin the twisted	Salarin o louco	name	npc	Salarin the twisted
Jennifer	Jennifer	name	npc	Jennifer
Lumbridge Guide	Sábio de Lumbridge	name	npc	Lumbridge Guide
Dr Jekyll	Dr. Jekyll	name	npc	Dr Jekyll
Emblem Trader	Negociante de Emblemas	name	npc	Emblem Trader
Reacher	Reacher	name	npc	Reacher
Ayesha	Ayesha	name	npc	Ayesha
Ironman tutor	Tutor do Modo Ironman	name	npc	Ironman tutor
Frog	Rã	name	npc	Frog
Leagues Tutor	Tutor das Ligas	name	npc	Leagues Tutor
Dark core	Núcleo sombrio	name	npc	Dark core
Corporeal Beast	Fera Corpórea	name	npc	Corporeal Beast
Dark energy core	Núcleo de energia sombria	name	npc	Dark energy core
Mime	Mímico	name	npc	Mime
Drunken Dwarf	Anão Tonto	name	npc	Drunken Dwarf
Strange plant	Planta estranha	name	npc	Strange plant
Genie	Gênio	name	npc	Genie
Swarm	Cardume	name	npc	Swarm
Strange watcher	Estranho observador	name	npc	Strange watcher
Sergeant Damien	Sargento Damien	name	npc	Sergeant Damien
Suspect	Suspeita	name	npc	Suspect
Molly	Toupeirinha	name	npc	Molly
Prison Pete	Carlos Prisioneiro	name	npc	Prison Pete
Balloon Animal	Balão de animal	name	npc	Balloon Animal
Freaky Forester	Silvícola esquisito	name	npc	Freaky Forester
Pheasant	Faisão	name	npc	Pheasant
Rick Turpentine	Rick Turpentine	name	npc	Rick Turpentine
Phosani's Nightmare	Tormento de Phosani	name	npc	Phosani's Nightmare
The Nightmare	O Pesadelo	name	npc	The Nightmare
Quiz Master	Mestre do quiz	name	npc	Quiz Master
Pillory Guard	Guarda do pelourinho	name	npc	Pillory Guard
Tramp	Mendigo	name	npc	Tramp
Man	Homem	name	npc	Man
Avan	Avan	name	npc	Avan
Dark Core	Núcleo sombrio	name	npc	Dark Core
Evil Bob	Bob maligno	name	npc	Evil Bob
Trotters	Garfield	name	npc	Trotters
Servant	Criada	name	npc	Servant
Rod Fishing spot	Local de pesca com vara	name	npc	Rod Fishing spot
Cat	Gato	name	npc	Cat
Jon	João	name	npc	Jon
Guard	Guarda	name	npc	Guard
Turael	Turael	name	npc	Turael
Mazchna	Mazchna	name	npc	Mazchna
Vannaka	Vannaka	name	npc	Vannaka
Chaeldar	Chaeldar	name	npc	Chaeldar
Duradel	Duradel	name	npc	Duradel
Cave crawler	Rastejador da caverna	name	npc	Cave crawler
Gargoyle	Gárgula	name	npc	Gargoyle
Banshee	Banshee	name	npc	Banshee
Rockslug	Lesma de caverna	name	npc	Rockslug
Dust devil	Diabo do pó	name	npc	Dust devil
Skotos	Skotico	name	npc	Skotos
Turoth	Turoth	name	npc	Turoth
Pyrefiend	Pirodemônio	name	npc	Pyrefiend
Jelly	Geleia	name	npc	Jelly
Infernal Mage	Mago infernal	name	npc	Infernal Mage
Crawling Hand	Mão rastejante	name	npc	Crawling Hand
Lizard	Lagarto	name	npc	Lizard
Desert Lizard	Lagarto do deserto	name	npc	Desert Lizard
Small Lizard	Lagarto pequeno	name	npc	Small Lizard
Harpie Bug Swarm	Enxame de mosquissugas	name	npc	Harpie Bug Swarm
Skeletal Wyvern	Dragão alado esquelético	name	npc	Skeletal Wyvern
Killerwatt	Descarga eletrizante	name	npc	Killerwatt
Hole in the wall	Buraco na parede	name	npc	Hole in the wall
Wall beast	Fera-da-parede	name	npc	Wall beast
Giant frog	Rã gigante	name	npc	Giant frog
Big frog	Rã grande	name	npc	Big frog
Cave slime	Gosma das cavernas	name	npc	Cave slime
Cave bug	Inseto da caverna	name	npc	Cave bug
Cave bug larva	Larva de inseto da caverna	name	npc	Cave bug larva
Bloodveld	Demônio de sangue	name	npc	Bloodveld
Storm Cloud	Nuvem de tempestade	name	npc	Storm Cloud
Entomologist	Entomologista	name	npc	Entomologist
Cave kraken	Kraken da Caverna	name	npc	Cave kraken
Whirlpool	Redemoinho	name	npc	Whirlpool
Kraken	Kraken	name	npc	Kraken
Venenatis spiderling	Aranhinha Venenatis	name	npc	Venenatis spiderling
Callisto cub	Ursinho Calistinho	name	npc	Callisto cub
Smoke devil	Diabo de fumaça	name	npc	Smoke devil
Thermonuclear smoke devil	Diabo de fumaça termonuclear	name	npc	Thermonuclear smoke devil
Olivia	Olívia	name	npc	Olivia
Sarah	Sarah	name	npc	Sarah
Vanessa	Vanessa	name	npc	Vanessa
Richard	Richard	name	npc	Richard
Alice	Alice	name	npc	Alice
Soulless	Desalmado	name	npc	Soulless
Death wing	Asa da morte	name	npc	Death wing
Dark wizard	Mago Sombrio	name	npc	Dark wizard
Invrigar the Necromancer	Invrigar o necromante	name	npc	Invrigar the Necromancer
Mugger	Assaltante	name	npc	Mugger
Witch	Bruxa	name	npc	Witch
Black Knight	Cavaleiro Negro	name	npc	Black Knight
Highwayman	Ladrão da estrada	name	npc	Highwayman
Chaos druid	Druida do caos	name	npc	Chaos druid
Pirate	Pirata	name	npc	Pirate
Thug	Malfeitor	name	npc	Thug
Rogue	Pária	name	npc	Rogue
Monk of Zamorak	Monge de Zamorak	name	npc	Monk of Zamorak
Tribesman	Homem da tribo	name	npc	Tribesman
Dark warrior	Guerreiro Sombrio	name	npc	Dark warrior
Chaos druid warrior	Guerreiro druida do caos	name	npc	Chaos druid warrior
Fungi	Fungos	name	npc	Fungi
Zygomite	Zigomita	name	npc	Zygomite
Elfinlocks	Elfinlocks	name	npc	Elfinlocks
Clockwork cat	Gato mecânico	name	npc	Clockwork cat
Monk	Monge	name	npc	Monk
Rufus	Rufus	name	npc	Rufus
Mi-Gor	Mi-Gor	name	npc	Mi-Gor
Puffin	Ave marítima	name	npc	Puffin
Brother Tranquility	Irmão Tranquilidade	name	npc	Brother Tranquility
Zombie monk	Monge zumbi	name	npc	Zombie monk
Sorebones	Ossudo	name	npc	Sorebones
Zombie pirate	Pirata zumbi	name	npc	Zombie pirate
Barrelchest	Barrilgudo	name	npc	Barrelchest
Pirate Pete	Carlos Pirata	name	npc	Pirate Pete
Captain Braindeath	Capitão Coma	name	npc	Captain Braindeath
50% Luke	Luke 50%	name	npc	50% Luke
Davey	Davey	name	npc	Davey
Captain Donnie	Capitão Donnie	name	npc	Captain Donnie
Zombie protester	Manifestante zumbi	name	npc	Zombie protester
Zombie swab	Marinheiro zumbi	name	npc	Zombie swab
Evil spirit	Espírito do Mal	name	npc	Evil spirit
Fever spider	Aranha da febre	name	npc	Fever spider
Brewer	Trabalhador da fábrica de bebidas	name	npc	Brewer
Fishing spot	Local de Pesca	name	npc	Fishing spot
Karamthulhu	Karamthulhu	name	npc	Karamthulhu
Tyras guard	Guarda de Tyras	name	npc	Tyras guard
Ug	Ug	name	npc	Ug
Aga	Aga	name	npc	Aga
Arrg	Arrg	name	npc	Arrg
Ice wolf	Lobo do gelo	name	npc	Ice wolf
Ice Troll	Troll do gelo	name	npc	Ice Troll
Goblin	Duende	name	npc	Goblin
General Bentnoze	General Narizcurvo	name	npc	General Bentnoze
General Wartface	General Verrugoso	name	npc	General Wartface
Grubfoot	Grudênio	name	npc	Grubfoot
Rasolo	Rasolo	name	npc	Rasolo
Giant skeleton	Esqueleto gigante	name	npc	Giant skeleton
Damis	Damis	name	npc	Damis
Stranger	Desconhecida	name	npc	Stranger
Malak	Malak	name	npc	Malak
Bartender	Garçom	name	npc	Bartender
Eblis	Eblis	name	npc	Eblis
Bandit	Bandoleiro	name	npc	Bandit
Troll child	Criança Troll	name	npc	Troll child
Ice troll	Troll do gelo	name	npc	Ice troll
Ice block	Bloco de gelo	name	npc	Ice block
Troll father	Troll pai	name	npc	Troll father
Troll mother	Troll mãe	name	npc	Troll mother
Mummy	Múmia	name	npc	Mummy
Mummy ashes	Cinzas de múmia	name	npc	Mummy ashes
Scarabs	Escaravelhos	name	npc	Scarabs
Azzanadra	Azzanadra	name	npc	Azzanadra
Sheep	Ovelha	name	npc	Sheep
Fred the Farmer	Fred Fazendeiro	name	npc	Fred the Farmer
Bandit Leader	Líder bandoleiro	name	npc	Bandit Leader
Bandit champion	Campeão bandoleiro	name	npc	Bandit champion
Cowardly Bandit	Bandoleiro covarde	name	npc	Cowardly Bandit
My Arm	Meu Braço	name	npc	My Arm
Adventurer	Aventureiro	name	npc	Adventurer
Captain Barnaby	Capitão Barnaby	name	npc	Captain Barnaby
Murcaily	Murcaily	name	npc	Murcaily
Jagbakoba	Jagbakoba	name	npc	Jagbakoba
Flies	Moscas	name	npc	Flies
Unnamed troll child	Criança troll sem nome	name	npc	Unnamed troll child
Drunken Dwarf's Leg	Perna de um anão tonto	name	npc	Drunken Dwarf's Leg
Baby Roc	Filhote de Roc	name	npc	Baby Roc
Giant Roc	Roc Gigante	name	npc	Giant Roc
Shadow	Sombra	name	npc	Shadow
Queen Sigrid	Rainha Sigrid	name	npc	Queen Sigrid
Banker	Bancário	name	npc	Banker
Arnor	Arnor	name	npc	Arnor
Haming	Haming	name	npc	Haming
Moldof	Moldof	name	npc	Moldof
Helga	Helga	name	npc	Helga
Matilda	Matilda	name	npc	Matilda
Ashild	Ashild	name	npc	Ashild
Skraeling	Skraeling	name	npc	Skraeling
Fishmonger	Vendedor de Peixe	name	npc	Fishmonger
Greengrocer	Verdureiro	name	npc	Greengrocer
Ethereal Being	Ser Etéreo	name	npc	Ethereal Being
Ethereal Numerator	Numerador etéreo	name	npc	Ethereal Numerator
Ethereal Expert	Perito etéreo	name	npc	Ethereal Expert
Ethereal Perceptive	Observador etéreo	name	npc	Ethereal Perceptive
Ethereal Guide	Guia etéreo	name	npc	Ethereal Guide
Ethereal Fluke	Lança etérea	name	npc	Ethereal Fluke
Ethereal Mimic	Mímico etéreo	name	npc	Ethereal Mimic
Me	Eu	name	npc	Me
Suqah	Suqah	name	npc	Suqah
Scarab Mage	Escaravelho mago	name	npc	Scarab Mage
Locust rider	Montador de gafanhotos	name	npc	Locust rider
Giant Scarab	Escaravelho gigante	name	npc	Giant Scarab
Olaf the Bard	Olaf o Trovador	name	npc	Olaf the Bard
Lalli	Lalli	name	npc	Lalli
Golden sheep	Ovelha dourada	name	npc	Golden sheep
Fossegrimen	Fossegrimen	name	npc	Fossegrimen
Ospak	Ospak	name	npc	Ospak
Styrmir	Styrmir	name	npc	Styrmir
Torbrund	Torbrund	name	npc	Torbrund
Fridgeir	Fridgeir	name	npc	Fridgeir
Longhall Bouncer	Leão de chácara da Grande Taberna	name	npc	Longhall Bouncer
Guildmaster	Mestre da guilda	name	npc	Guildmaster
Duke Horacio	Duque Horácio	name	npc	Duke Horacio
Elvarg	Elvarg	name	npc	Elvarg
Klarense	Klarense	name	npc	Klarense
Wormbrain	Desmio Ladu	name	npc	Wormbrain
Oracle	Oráculo	name	npc	Oracle
Oziach	Oziach	name	npc	Oziach
Melzar the Mad	Melzar o Louco	name	npc	Melzar the Mad
Captain Ned	Capitão Ned	name	npc	Captain Ned
Cabin boy Jenkins	Cabineiro Jenkins	name	npc	Cabin boy Jenkins
Larry	Larry	name	npc	Larry
Penguin	Pinguim	name	npc	Penguin
KGP Guard	Guarda KGP	name	npc	KGP Guard
Pescaling Pax	Pescaling Pax	name	npc	Pescaling Pax
Ping	Ping	name	npc	Ping
Pong	Pong	name	npc	Pong
KGP Agent	Agente da KGP	name	npc	KGP Agent
Noodle	Niojo	name	npc	Noodle
Penguin suit	Roupa de pinguim	name	npc	Penguin suit
Agility Instructor	Instrutor de agilidade	name	npc	Agility Instructor
Army Commander	Comandante do exército	name	npc	Army Commander
Icelord	Lorde do gelo	name	npc	Icelord
Crusher	Triturador	name	npc	Crusher
Grish	Grish	name	npc	Grish
Uglug Nar	Uglug Nar	name	npc	Uglug Nar
Pilg	Pilg	name	npc	Pilg
Grug	Grug	name	npc	Grug
Ogre guard	Guarda ogro	name	npc	Ogre guard
Zogre	Zogro	name	npc	Zogre
Skogre	Skogre	name	npc	Skogre
Zavistic Rarve	Zavistic Rarve	name	npc	Zavistic Rarve
Slash Bash	Slash Bash	name	npc	Slash Bash
Sithik Ints	Sithik Ints	name	npc	Sithik Ints
Gargh	Gargh	name	npc	Gargh
Scarg	Scarg	name	npc	Scarg
Gruh	Gruh	name	npc	Gruh
Irwin Feaselbaum	Irwin Feaselbaum	name	npc	Irwin Feaselbaum
Moss Guardian	Guardião de Líquen	name	npc	Moss Guardian
Golrie	Golrie	name	npc	Golrie
Father Reen	Padre Reen	name	npc	Father Reen
Father Badden	Padre Badden	name	npc	Father Badden
Denath	Denath	name	npc	Denath
Eric	Eric	name	npc	Eric
Evil Dave	Dave Maligno	name	npc	Evil Dave
Matthew	Matthew	name	npc	Matthew
Tanya	Tanya	name	npc	Tanya
Patrick	Patrick	name	npc	Patrick
Agrith Naar	Agrith Naar	name	npc	Agrith Naar
Sand storm	Tempestade de areia	name	npc	Sand storm
Clay golem	Golem de argila	name	npc	Clay golem
Donie	Donie	name	npc	Donie
Restless ghost	Fantasma Inquieto	name	npc	Restless ghost
Father Urhney	Padre Urhney	name	npc	Father Urhney
Rock	Rocha	name	npc	Rock
Stick	Pino	name	npc	Stick
Pee Hat	Xixizento	name	npc	Pee Hat
Kraka	Kraka	name	npc	Kraka
Dung	Estrume	name	npc	Dung
Ash	Cinzas	name	npc	Ash
Thrower Troll	Troll atirador	name	npc	Thrower Troll
Mountain troll	Troll das montanhas	name	npc	Mountain troll
Filliman Tarlock	Filliman Tarlock	name	npc	Filliman Tarlock
Nature Spirit	Espírito da Natureza	name	npc	Nature Spirit
Ghast	Aparição	name	npc	Ghast
Ulizius	Ulizius	name	npc	Ulizius
Klenter	Klenter	name	npc	Klenter
Weird Old Man	Velho esquisito	name	npc	Weird Old Man
Kalphite Worker	Operário Kalphita	name	npc	Kalphite Worker
Kalphite Guardian	Guardião Kalphita	name	npc	Kalphite Guardian
Hellpuppy	Cãozinho do Inferno	name	npc	Hellpuppy
Kalphite Larva	Larva kalphita	name	npc	Kalphite Larva
Anna	Anna	name	npc	Anna
David	David	name	npc	David
Dagannoth mother	Dagannoth mãe	name	npc	Dagannoth mother
Veliaf Hurtz	Veliaf Hurtz	name	npc	Veliaf Hurtz
Sigmund	Sigmund	name	npc	Sigmund
Nardok	Nardok	name	npc	Nardok
Dartog	Dartog	name	npc	Dartog
Gertrude's cat	A Gata da Gertrudes	name	npc	Gertrude's cat
Gamer	Gamer	name	npc	Gamer
Barman	Barman	name	npc	Barman
Rat	Rato	name	npc	Rat
Necromancer	Necromante	name	npc	Necromancer
Guard Bandit	Guarda bandoleiro	name	npc	Guard Bandit
Barbarian guard	Guarda bárbaro	name	npc	Barbarian guard
Sleepwalker	Sonâmbulo andarilho	name	npc	Sleepwalker
Snake	Cobra	name	npc	Snake
Albino bat	Morcego albino	name	npc	Albino bat
Crab	Caranguejo	name	npc	Crab
Giant mosquito	Mosquito gigante	name	npc	Giant mosquito
Jungle horror	Terror da selva	name	npc	Jungle horror
Cave horror	Terror da caverna	name	npc	Cave horror
Cavey Davey	Cavey Davey	name	npc	Cavey Davey
Patchy	Retalho	name	npc	Patchy
Launa	Launa	name	npc	Launa
Brana	Brana	name	npc	Brana
Tolna	Tolna	name	npc	Tolna
Angry bear	Urso furioso	name	npc	Angry bear
Angry unicorn	Unicórnio furioso	name	npc	Angry unicorn
Angry giant rat	Rato gigante raivoso	name	npc	Angry giant rat
Angry goblin	Duende furioso	name	npc	Angry goblin
Fear reaper	Ceifador do medo	name	npc	Fear reaper
Confusion beast	Fera da confusão	name	npc	Confusion beast
Hopeless creature	Criatura desesperada	name	npc	Hopeless creature
Runa	Runa	name	npc	Runa
Halla	Halla	name	npc	Halla
Finn	Finn	name	npc	Finn
Osvald	Osvald	name	npc	Osvald
Runolf	Runolf	name	npc	Runolf
Tjorvi	Tjorvi	name	npc	Tjorvi
Ingrid	Ingrid	name	npc	Ingrid
Thora	Thora	name	npc	Thora
Signy	Signy	name	npc	Signy
Hild	Hilda	name	npc	Hild
Armod	Armod	name	npc	Armod
Beigarth	Beigarth	name	npc	Beigarth
Reinn	Reinn	name	npc	Reinn
Alviss	Alviss	name	npc	Alviss
Fullangr	Fullangr	name	npc	Fullangr
Jari	Jari	name	npc	Jari
Thorodin	Thorodin	name	npc	Thorodin
Ferd	Ferd	name	npc	Ferd
Donal	Donal	name	npc	Donal
Sea Snake Young	Cobra do mar jovem	name	npc	Sea Snake Young
Sea Snake Hatchling	Cobra do mar recém-nascida	name	npc	Sea Snake Hatchling
Giant Sea Snake	Cobra do mar gigante	name	npc	Giant Sea Snake
Elena	Elena	name	npc	Elena
Da Vinci	Da Vinci	name	npc	Da Vinci
Chancy	Fortunato	name	npc	Chancy
Hops	Lúpulos	name	npc	Hops
Julie	Julia	name	npc	Julie
Guidor	Guidor	name	npc	Guidor
Woman	Mulher	name	npc	Woman
Dominic Onion	Dominic Sonhador	name	npc	Dominic Onion
Barrelchest (hard)	Barrilgudo (difícil)	name	npc	Barrelchest (hard)
Giant Scarab (hard)	Escaravelho Gigante (difícil)	name	npc	Giant Scarab (hard)
Dessous (hard)	Dessous (difícil)	name	npc	Dessous (hard)
Kamil (hard)	Kamil (difícil)	name	npc	Kamil (hard)
Child	Criança	name	npc	Child
Damis (hard)	Damis (difícil)	name	npc	Damis (hard)
Priest	Sacerdote	name	npc	Priest
Paladin	Paladino	name	npc	Paladin
Jerico	Jericó	name	npc	Jerico
Chemist	Químico	name	npc	Chemist
Nurse Sarah	Enfermeira Sarah	name	npc	Nurse Sarah
Shark	Tubarão	name	npc	Shark
Archer	Arqueiro	name	npc	Archer
Warrior	Guerreiro	name	npc	Warrior
Wizard	Mago	name	npc	Wizard
Fairy Queen	Rainha das fadas	name	npc	Fairy Queen
Shamus	Shamus	name	npc	Shamus
Tree spirit	Espírito da árvore	name	npc	Tree spirit
Cave monk	Monge da caverna	name	npc	Cave monk
Monk of Entrana	Monge de Entrana	name	npc	Monk of Entrana
Chicken	Galinha	name	npc	Chicken
Rooster	Galo	name	npc	Rooster
Li'l lamb	Cordeirinho	name	npc	Li'l lamb
Lamb	Cordeiro	name	npc	Lamb
? ? ? ?	? ? ? ?	name	npc	? ? ? ?
Claus the Chef	Claus o cozinheiro	name	npc	Claus the Chef
Philipe Carnillean	Philipe Carnillean	name	npc	Philipe Carnillean
Henryeta Carnillean	Henryeta Carnillean	name	npc	Henryeta Carnillean
Hazeel	Hazeel	name	npc	Hazeel
Hazeel Cultist	Cultista de Hazeel	name	npc	Hazeel Cultist
Khazard Guard	Guarda de Khazard	name	npc	Khazard Guard
Head Guard	Guarda Principal	name	npc	Head Guard
Khazard Barman	Garçom Khazard	name	npc	Khazard Barman
Kelvin	Kelvin	name	npc	Kelvin
Joe	Joe	name	npc	Joe
Slave	Escravo	name	npc	Slave
Hengrad	Hengrad	name	npc	Hengrad
Spectator	Espectador	name	npc	Spectator
Bouncer	Leão de Chácara	name	npc	Bouncer
Khazard Ogre	Ogro de Khazard	name	npc	Khazard Ogre
Khazard Scorpion	Escorpião de Khazard	name	npc	Khazard Scorpion
Arzinian Avatar of Strength	Avatar arziniano de Força	name	npc	Arzinian Avatar of Strength
Arzinian Avatar of Ranging	Avatar arziniano de Combate à Distância	name	npc	Arzinian Avatar of Ranging
Arzinian Avatar of Magic	Avatar Arziniano de Magia	name	npc	Arzinian Avatar of Magic
Arzinian Being of Bordanzan	Ser Arziniano de Bordanzan	name	npc	Arzinian Being of Bordanzan
Saboteur	Sabotador	name	npc	Saboteur
Gnome shop keeper	Gnomo gerente da loja	name	npc	Gnome shop keeper
Cute Creature	Criatura fofa	name	npc	Cute Creature
Evil Creature	Criatura maligna	name	npc	Evil Creature
fluffie	Fófis	name	npc	fluffie
Odd Old Man	Estranho Ancião	name	npc	Odd Old Man
Fortunato	Fortunato	name	npc	Fortunato
Ram	Carneiro	name	npc	Ram
Bones	Ossos	name	npc	Bones
Vulture	Abutre	name	npc	Vulture
Dr Fenkenstrain	Dr. Fenkenstrain	name	npc	Dr Fenkenstrain
Fenkenstrain's Monster	Monstro do Fenkenstrain	name	npc	Fenkenstrain's Monster
Lord Rologarth	Lorde Rologarth	name	npc	Lord Rologarth
Gardener Ghost	Jardineiro fantasma	name	npc	Gardener Ghost
Experiment	Experimento	name	npc	Experiment
Loar Shadow	Sombra Loar	name	npc	Loar Shadow
Loar Shade	Sombra Loar	name	npc	Loar Shade
Shade Spirit	Espírito da Sombra	name	npc	Shade Spirit
Phrin Shadow	Sombra Phrin	name	npc	Phrin Shadow
Phrin Shade	Sombra Phrin	name	npc	Phrin Shade
Riyl Shadow	Sombra Riyl	name	npc	Riyl Shadow
Riyl Shade	Sombra Riyl	name	npc	Riyl Shade
Asyn Shadow	Sombra Asyn	name	npc	Asyn Shadow
Asyn Shade	Sombra Asyn	name	npc	Asyn Shade
Fiyr Shadow	Sombra Fiyr	name	npc	Fiyr Shadow
Fiyr Shade	Sombra Fiyr	name	npc	Fiyr Shade
Afflicted(Ulsquire)	Infectado(Ulsquire)	name	npc	Afflicted(Ulsquire)
Ulsquire Shauncy	Ulsquire Shauncy	name	npc	Ulsquire Shauncy
Afflicted(Razmire)	Infectado(Razmire)	name	npc	Afflicted(Razmire)
Razmire Keelgan	Razmire Keelgan	name	npc	Razmire Keelgan
Mort'ton Local	Nativa de Mort'ton	name	npc	Mort'ton Local
Afflicted	Infectada	name	npc	Afflicted
Mort'ton local	Nativa de Mort'ton	name	npc	Mort'ton local
Hairdresser	Cabeleireiro	name	npc	Hairdresser
Makeover Mage	Morfomago	name	npc	Makeover Mage
Emily	Emily	name	npc	Emily
Kaylee	Kaylee	name	npc	Kaylee
Tina	Tina	name	npc	Tina
Tarquin	Tarquin	name	npc	Tarquin
Sigurd	Sigurd	name	npc	Sigurd
Hari	Hari	name	npc	Hari
Barfy Bill	Bill Golfador	name	npc	Barfy Bill
Jack Seagull	Jack Gaivota	name	npc	Jack Seagull
Longbow Ben	Ben Arco Longo	name	npc	Longbow Ben
Ahab	Ahab	name	npc	Ahab
Seagull	Gaivota	name	npc	Seagull
Matthias	Matthias	name	npc	Matthias
Gyr Falcon	Falcão gerifalte	name	npc	Gyr Falcon
Prickly kebbit	Kebbit espinhento	name	npc	Prickly kebbit
Sabre-toothed kebbit	Kebbit dente de sabre	name	npc	Sabre-toothed kebbit
Barb-tailed kebbit	Kebbit cauda farpada	name	npc	Barb-tailed kebbit
Wild kebbit	Kebbit selvagem	name	npc	Wild kebbit
Artimeus	Artimeus	name	npc	Artimeus
Seth Groats	Seth Groats	name	npc	Seth Groats
Tassie Slipcast	Tassie Slipcast	name	npc	Tassie Slipcast
Hammerspike Stoutbeard	Martelino Barbafarta	name	npc	Hammerspike Stoutbeard
Dwarf gang member	Membro da gangue dos anões	name	npc	Dwarf gang member
Phantuwti Fanstuwi Farsight	Phantuwti Fanstuwi Farsight	name	npc	Phantuwti Fanstuwi Farsight
Tindel Marchant	Tindel Marchant	name	npc	Tindel Marchant
Petra Fiyed	Petra Fiyed	name	npc	Petra Fiyed
Jimmy the Chisel	Jimmy o Cinzel	name	npc	Jimmy the Chisel
Slagilith	Slagilith	name	npc	Slagilith
Rock pile	Pilha de rochas	name	npc	Rock pile
Fire elemental	Elemental do fogo	name	npc	Fire elemental
Earth elemental	Elemental da terra	name	npc	Earth elemental
Elemental rock	Rocha elemental	name	npc	Elemental rock
Air elemental	Elemental do ar	name	npc	Air elemental
Water elemental	Elemental da água	name	npc	Water elemental
Hamal the Chieftain	Hamal o Líder	name	npc	Hamal the Chieftain
Ragnar	Ragnar	name	npc	Ragnar
Svidi	Svidi	name	npc	Svidi
Jokul	Jokul	name	npc	Jokul
The Kendal	O Kendal	name	npc	The Kendal
Camp dweller	Habitante do acampamento	name	npc	Camp dweller
Mountain Goat	Cabra das montanhas	name	npc	Mountain Goat
Bald Headed Eagle	Águia-careca	name	npc	Bald Headed Eagle
Bernald	Bernald	name	npc	Bernald
Queen Ellamaria	Rainha Ellamaria	name	npc	Queen Ellamaria
Trolley	Vagonete	name	npc	Trolley
Billy, a guard of Falador	Billy, um guarda de Falador	name	npc	Billy, a guard of Falador
Bob, another guard of Falador	Bob, outro guarda de Falador	name	npc	Bob, another guard of Falador
Brother Althric	Irmão Althric	name	npc	Brother Althric
PKMaster0036	PKMaster0036	name	npc	PKMaster0036
King Roald	Rei Roald	name	npc	King Roald
Nulodion	Nulodion	name	npc	Nulodion
Black Guard	Guarda Negro	name	npc	Black Guard
Engineering assistant	Assistente do engenheiro	name	npc	Engineering assistant
Engineer	Engenheiro	name	npc	Engineer
Squirrel	Esquilo	name	npc	Squirrel
Raccoon	Guaxinim	name	npc	Raccoon
Hazelmere	Hazelmere	name	npc	Hazelmere
Glough	Glough	name	npc	Glough
Charlie	Carlos	name	npc	Charlie
Foreman	Encarregado	name	npc	Foreman
Shipyard worker	Trabalhador do estaleiro	name	npc	Shipyard worker
Femi	Femi	name	npc	Femi
Gnome guard	Guarda gnomo	name	npc	Gnome guard
Garkor	Garkor	name	npc	Garkor
Lumo	Lumo	name	npc	Lumo
Bunkdo	Bunkdo	name	npc	Bunkdo
Carado	Carado	name	npc	Carado
Lumdo	Lumdo	name	npc	Lumdo
Karam	Karam	name	npc	Karam
Bunkwicket	Bunkwicket	name	npc	Bunkwicket
Waymottin	Waymottin	name	npc	Waymottin
Zooknock	Zooknock	name	npc	Zooknock
Jungle Demon	Demônio da selva	name	npc	Jungle Demon
Daero	Daero	name	npc	Daero
Waydar	Waydar	name	npc	Waydar
Thief	Ladrão	name	npc	Thief
G.L.O. Caranock	Caranock da Brigada de Garantia de Lei e Ordem	name	npc	G.L.O. Caranock
Small ninja monkey	Macaco ninja pequeno	name	npc	Small ninja monkey
Medium ninja monkey	Macaco ninja médio	name	npc	Medium ninja monkey
Gorilla	Gorila	name	npc	Gorilla
Bearded gorilla	Gorila barbado	name	npc	Bearded gorilla
Ancient monkey	Macaco ancião	name	npc	Ancient monkey
Small zombie monkey	Macaco zumbi pequeno	name	npc	Small zombie monkey
Large zombie monkey	Macaco zumbi grande	name	npc	Large zombie monkey
Rantz	Rantz	name	npc	Rantz
Fycie	Cida	name	npc	Fycie
Bugs	Insetos	name	npc	Bugs
Swamp toad	Sapo do pântano	name	npc	Swamp toad
Bloated Toad	Sapo inflado	name	npc	Bloated Toad
Chompy bird	Pássaro bicudo	name	npc	Chompy bird
Eudav	Eudav	name	npc	Eudav
Oronwen	Oronwen	name	npc	Oronwen
Dalldav	Dalldav	name	npc	Dalldav
Gethin	Gethin	name	npc	Gethin
Nickolaus	Nickolaus	name	npc	Nickolaus
Desert eagle	Águia do deserto	name	npc	Desert eagle
Jungle eagle	Águia da selva	name	npc	Jungle eagle
Polar eagle	Águia polar	name	npc	Polar eagle
Eagle	Águia	name	npc	Eagle
Kebbit	Kebbit	name	npc	Kebbit
Boulder	Pedregulho	name	npc	Boulder
Aleck	Aleck	name	npc	Aleck
Leon	Leon	name	npc	Leon
Hunting expert	Perita em caça	name	npc	Hunting expert
Ferret	Furão	name	npc	Ferret
Skeleton hero	Esqueleto de herói	name	npc	Skeleton hero
Skeleton brute	Esqueleto de bruto	name	npc	Skeleton brute
Skeleton warlord	Esqueleto de comandante militar	name	npc	Skeleton warlord
Skeleton heavy	Esqueleto pesado	name	npc	Skeleton heavy
