english	translation	category	sub_category	source
<Num0>x maple roots	<Num0>x Raízes de bordo	interface	generalUI	skillGuide
<Num0>x yew roots	<Num0>x Raízes de teixo	interface	generalUI	skillGuide
<Num0>x magic roots	<Num0>x Raízes mágicas	interface	generalUI	skillGuide
Tithe Farm - Members Only	Tithe Farm - Para Membros	interface	generalUI	skillGuide
Golovanova fruit	Fruta de Golovanova	interface	generalUI	skillGuide
Bologano fruit	Fruta de Bologano	interface	generalUI	skillGuide
Logavano fruit	Fruta de Logavano	interface	generalUI	skillGuide
Golpar	Golpar	interface	generalUI	skillGuide
Buchu leaf	Folha de buchu	interface	generalUI	skillGuide
Noxifer	Noxifer	interface	generalUI	skillGuide
Farming Guild - Low tier	Guilda de Agricultura - nível inferior	interface	generalUI	skillGuide
Nature offerings (with <Num0> Woodcutting)	Ofertas da natureza (com <Num0> Corte de Lenha)	interface	generalUI	skillGuide
Farming Guild - Mid tier	Guilda de Agricultura - nível médio	interface	generalUI	skillGuide
Farming Guild - High tier	Guilda de Agricultura - nível superior	interface	generalUI	skillGuide
Construction	Construção	interface	generalUI	skillGuide
Rooms - Members Only	Salas - Para Membros	interface	generalUI	skillGuide
Garden	Jardim	interface	generalUI	skillGuide
Parlour	Sala de estar	interface	generalUI	skillGuide
Kitchen	Cozinha	interface	generalUI	skillGuide
Dining room	Sala de jantar	interface	generalUI	skillGuide
Workshop	Oficina	interface	generalUI	skillGuide
Bedroom	Quarto de dormir	interface	generalUI	skillGuide
Hall (skill trophies)	Salão - troféis de habilidade	interface	generalUI	skillGuide
League hall	Salão da League	interface	generalUI	skillGuide
Games room	Sala de jogos	interface	generalUI	skillGuide
Combat room	Sala de combate	interface	generalUI	skillGuide
Hall (quest trophies)	Salão - troféis de missões	interface	generalUI	skillGuide
Menagerie	Viveiro	interface	generalUI	skillGuide
Study	Estudar	interface	generalUI	skillGuide
Costume room	Sala de trajes	interface	generalUI	skillGuide
Chapel	Capela	interface	generalUI	skillGuide
Portal chamber	Câmara de portais	interface	generalUI	skillGuide
Use the Advertisement noticeboard	Use o quadro de anúncios	interface	generalUI	skillGuide
Formal garden	Jardim formal	interface	generalUI	skillGuide
Throne room	Sala do trono	interface	generalUI	skillGuide
Oubliette	Calabouço	interface	generalUI	skillGuide
Superior garden	Jardim superior	interface	generalUI	skillGuide
Dungeon	Calabouço	interface	generalUI	skillGuide
Portal nexus	Nexo portal	interface	generalUI	skillGuide
Treasure room	Sala do tesouro	interface	generalUI	skillGuide
Achievement Gallery	Galeria de conquistas	interface	generalUI	skillGuide
Rooms	Salas	interface	generalUI	skillGuide
Skills	Habilidades	interface	generalUI	skillGuide
Surfaces - Members Only	Mobília - Para Membros	interface	generalUI	skillGuide
Storage	Depósito	interface	generalUI	skillGuide
Decorative	Decoração	interface	generalUI	skillGuide
Trophies	Troféis	interface	generalUI	skillGuide
Games	Jogos	interface	generalUI	skillGuide
Servants	Mordomos	interface	generalUI	skillGuide
House Size	Tamanho	interface	generalUI	skillGuide
Skills - Members Only	Habilidades - Para Membros	interface	generalUI	skillGuide
Clay fireplace	Lareira de argila	interface	generalUI	skillGuide
Firepit	Fosso de fogo	interface	generalUI	skillGuide
Pump and drain	Bomba e ralo	interface	generalUI	skillGuide
Firepit with hook	Fosso de fogo com gancho	interface	generalUI	skillGuide
Repair bench	Bancada de conserto	interface	generalUI	skillGuide
Pluming stand	Bancada para emplumar	interface	generalUI	skillGuide
Crafting table <Num0>	Mesa de artesanato <Num0>	interface	generalUI	skillGuide
Firepit with pot	Fosso de fogo com panela	interface	generalUI	skillGuide
Wooden workbench	Bancada de madeira	interface	generalUI	skillGuide
Small oven	Pequeno forno	interface	generalUI	skillGuide
Pump and tub	Bomba e banheira	interface	generalUI	skillGuide
Large oven	Forno grande	interface	generalUI	skillGuide
Oak workbench	Bancada de carvalho	interface	generalUI	skillGuide
Stone fireplace	Lareira de pedra	interface	generalUI	skillGuide
Steel range	Fogão de aço	interface	generalUI	skillGuide
Whetstone	Pedra de amolar	interface	generalUI	skillGuide
Shield easel	Cavalete de escudo	interface	generalUI	skillGuide
Fancy range	Fogão ornamentado	interface	generalUI	skillGuide
Steel framed workbench	Bancada c/moldura de aço	interface	generalUI	skillGuide
Sink	Pia	interface	generalUI	skillGuide
Gold Sink	Pia dourada	interface	generalUI	skillGuide
Armour stand	Suporte para armadura	interface	generalUI	skillGuide
Workbench with vice	Bancada com torno	interface	generalUI	skillGuide
Marble fireplace	Lareira de mármore	interface	generalUI	skillGuide
Banner easel	Cavalete de estandarte	interface	generalUI	skillGuide
Workbench with lathe	Bancada c/torno mecânico	interface	generalUI	skillGuide
Ancient altar	Altar antigo	interface	generalUI	skillGuide
Lunar altar	Altar lunar	interface	generalUI	skillGuide
Dark altar	Altar Sombrio	interface	generalUI	skillGuide
Occult altar (upgrade from Ancient)	Altar do oculto (melhoria do Antigo)	interface	generalUI	skillGuide
Occult altar (upgrade from Lunar)	Altar do oculto (melhoria do Lunar)	interface	generalUI	skillGuide
Occult altar (upgrade from Dark)	Altar do oculto (melhoria do Sombrio)	interface	generalUI	skillGuide
Surfaces - Members Only	Mobília - Para Membros	interface	generalUI	skillGuide
Crude wooden chair	Cadeira rústica de madeira	interface	generalUI	skillGuide
Wooden chair	Cadeira de madeira	interface	generalUI	skillGuide
Wooden dining table	Mesa de jantar de madeira	interface	generalUI	skillGuide
Wooden dining bench	Banco de madeira	interface	generalUI	skillGuide
Wooden kitchen table	Mesa de cozinha de madeira	interface	generalUI	skillGuide
Rocking chair	Cadeira de balanço	interface	generalUI	skillGuide
Oak chair	Cadeira de carvalho	interface	generalUI	skillGuide
Wooden bed	Cama de madeira	interface	generalUI	skillGuide
Oak dining table	Mesa de jantar de carvalho	interface	generalUI	skillGuide
Oak dining bench	Banco de carvalho	interface	generalUI	skillGuide
Oak armchair	Poltrona de carvalho	interface	generalUI	skillGuide
Oak bed	Cama de carvalho	interface	generalUI	skillGuide
Carved oak dining table	Mesa de carvalho entalhada	interface	generalUI	skillGuide
Carved oak dining bench	banco de carvalho entalhado	interface	generalUI	skillGuide
Oak kitchen table	Mesa de cozinha de carvalho	interface	generalUI	skillGuide
Large oak bed	Cama grande de carvalho	interface	generalUI	skillGuide
Teak armchair	Poltrona de teca	interface	generalUI	skillGuide
Teak dining table	Mesa de teca	interface	generalUI	skillGuide
Teak dining bench	Banco de jantar de teca	interface	generalUI	skillGuide
Teak bed	Cama de teca	interface	generalUI	skillGuide
Carved teak dining bench	banco de teca entalhado	interface	generalUI	skillGuide
Carved teak dining table	Mesa de teca entalhada	interface	generalUI	skillGuide
Large teak bed	Cama grande de teca	interface	generalUI	skillGuide
Mahogany armchair	Poltrona de mogno	interface	generalUI	skillGuide
Mahogany dining table	Mesa de mogno	interface	generalUI	skillGuide
Mahogany dining bench	Banco de mogno	interface	generalUI	skillGuide
Teak kitchen table	Mesa de cozinha de teca	interface	generalUI	skillGuide
Mahogany four-poster bed	Cama de 4 colunas	interface	generalUI	skillGuide
Oak throne	Trono de carvalho	interface	generalUI	skillGuide
Gilded mahogany four-poster bed	Cama de 4 colunas dourada	interface	generalUI	skillGuide
Gilded mahogany dining bench	Banco dourado	interface	generalUI	skillGuide
Teak throne	Trono de teca	interface	generalUI	skillGuide
Gilded mahogany and marble table	Mesa luxuosa	interface	generalUI	skillGuide
Mahogany throne	Trono de mogno	interface	generalUI	skillGuide
Gilded mahogany throne	Trono dourado	interface	generalUI	skillGuide
Skeleton throne	Trono de esqueleto	interface	generalUI	skillGuide
Crystal throne	Trono de cristal	interface	generalUI	skillGuide
Demonic throne	Trono demoníaco	interface	generalUI	skillGuide
Storage - Members Only	Armazenagem - Para Membros	interface	generalUI	skillGuide
Wooden bookcase	Estante de madeira	interface	generalUI	skillGuide
Wooden shelves <Num0>	Prateleiras de madeira <Num0>	interface	generalUI	skillGuide
Beer barrel	Barril de garapa	interface	generalUI	skillGuide
Wooden larder	Despensa de madeira	interface	generalUI	skillGuide
Cider barrel	Barril de cidra	interface	generalUI	skillGuide
Tool store <Num0>	Armazenamento de Ferramentas <Num0>	interface	generalUI	skillGuide
Asgarnian Ale barrel	Cerveja de Asgarnia	interface	generalUI	skillGuide
Shoe box	Caixa de sapatos	interface	generalUI	skillGuide
Wooden shaving stand	Bancada para barbear	interface	generalUI	skillGuide
Greenman's Ale barrel	Vitamina do Homenzinho Verde	interface	generalUI	skillGuide
Oak chest of drawers	Gavetas de carvalho	interface	generalUI	skillGuide
Oak bookcase	Estante de carvalho	interface	generalUI	skillGuide
Oak shaving stand	Bancada de carvalho	interface	generalUI	skillGuide
Oak larder	Despensa de carvalho	interface	generalUI	skillGuide
Oak shelves <Num0>	Prateleiras de carvalho <Num0>]	interface	generalUI	skillGuide
Dragon Bitter barrel	Sumo do dragão	interface	generalUI	skillGuide
Oak pet house (<Num0> pets)	Casinha de carvalho (<Num0> pets)	interface	generalUI	skillGuide
Oak dresser	Cômoda de carvalho	interface	generalUI	skillGuide
Oak wardrobe (bedroom)	Guarda-roupa de carvalho	interface	generalUI	skillGuide
Mahogany bookcase	Estante de mogno	interface	generalUI	skillGuide
Oak wardrobe (costume room)	Guarda-roupa de carvalho	interface	generalUI	skillGuide
Teak larder	Despensa de teca	interface	generalUI	skillGuide
Oak fancy dress box	Caixa de fantasia carvalho	interface	generalUI	skillGuide
Oak armour case	Caixa de armadura carvalho	interface	generalUI	skillGuide
Teak dresser	Cômoda de teca	interface	generalUI	skillGuide
Chef's Delight barrel	Delícia do chefe	interface	generalUI	skillGuide
Oak treasure chest	Baú de tesouro de carvalho	interface	generalUI	skillGuide
Teak pet house (<Num0> pets)	Casinha de teca (<Num0> pets)	interface	generalUI	skillGuide
Oak toy box	Caixa de brinquedo de carvalho	interface	generalUI	skillGuide
Carved oak wardrobe (costume room)	Guarda-roupa de carvalho entalhado	interface	generalUI	skillGuide
Teak chest of drawers	Gavetas de teca	interface	generalUI	skillGuide
Oak cape rack	Cabide de carvalho para capas	interface	generalUI	skillGuide
Teak shelves <Num0>	Prateleiras de teca <Num0>]	interface	generalUI	skillGuide
Fancy teak dresser	Cômoda de teca enfeitada	interface	generalUI	skillGuide
Servant's money bag	Bolsa de dinheiro do mordomo	interface	generalUI	skillGuide
Mahogany pet house (<Num0> pets)	Casinha de mogno (<Num0> pets)	interface	generalUI	skillGuide
Teak wardrobe (costume room)	Guarda-roupa de teca	interface	generalUI	skillGuide
Spice Rack	Prateleira de Temperos	interface	generalUI	skillGuide
Teak fancy dress box	Caixa de fantasia de teca	interface	generalUI	skillGuide
Teak cape rack	Cabide de teca para capas	interface	generalUI	skillGuide
Teak wardrobe (bedroom)	Guarda-roupa de teca	interface	generalUI	skillGuide
Teak armour case	Caixa de armadura de teca	interface	generalUI	skillGuide
Mahogany dresser	Cômoda de mogno	interface	generalUI	skillGuide
Teak treasure chest	Baú de tesouro de teca	interface	generalUI	skillGuide
Teak toy box	Caixa de brinquedo de teca	interface	generalUI	skillGuide
Carved teak wardrobe (costume room)	Guarda-roupa de teca entalhada	interface	generalUI	skillGuide
Consecrated pet house (<Num0> pets)	Casinha consagrada (<Num0> pets)	interface	generalUI	skillGuide
Mahogany cape rack	Cabide de mogno para capas	interface	generalUI	skillGuide
Gilded Mahogany dresser	Cômoda dourada	interface	generalUI	skillGuide
Mahogany wardrobe (bedroom)	Guarda-roupa de mogno	interface	generalUI	skillGuide
Mahogany wardrobe (costume room)	Guarda-roupa de mogno	interface	generalUI	skillGuide
Mahogany fancy dress box	Caixa de fantasia de mogno	interface	generalUI	skillGuide
Basic jewellery box	Caixa de joias básica	interface	generalUI	skillGuide
Gilded mahogany cape rack	Cabide dourado para capas	interface	generalUI	skillGuide
Desecrated pet house (<Num0> pets)	Casinha profanada (<Num0> pets)	interface	generalUI	skillGuide
Mahogany armour case	Caixa de armadura de mogno	interface	generalUI	skillGuide
Mahogany treasure chest	Baú de tesouro de mogno	interface	generalUI	skillGuide
Fancy jewellery box	Caixa de joias sofisticada	interface	generalUI	skillGuide
Mahogany toy box	Caixa de brinquedo mogno	interface	generalUI	skillGuide
Gilded mahogany wardrobe (costume room)	Armário dourado	interface	generalUI	skillGuide
Gilded mahogany wardrobe (bedroom)	Armário dourado	interface	generalUI	skillGuide
Marble cape rack	Cabide de mármore para capas	interface	generalUI	skillGuide
Ornate jewellery box	Caixa de joias ornamentada	interface	generalUI	skillGuide
Natural pet house (many pets)	Casinha natural (muitos pets)	interface	generalUI	skillGuide
Marble wardrobe (costume room)	Guarda-roupa de mogno entalhado	interface	generalUI	skillGuide
Magic stone cape rack	Cabide mágico para capas	interface	generalUI	skillGuide
Decorative - Members Only	Decoração - Para Membros	interface	generalUI	skillGuide
Brown rug	Tapete marrom	interface	generalUI	skillGuide
Torn curtains	Cortinas rasgadas	interface	generalUI	skillGuide
Rug	Tapete	interface	generalUI	skillGuide
Curtains	Cortinas	interface	generalUI	skillGuide
Oak clock	Relógio de carvalho	interface	generalUI	skillGuide
Deadman rug	Tapete Deadman	interface	generalUI	skillGuide
Oak lectern	Suporte de carvalho	interface	generalUI	skillGuide
Opulent curtains	Cortinas luxuosas	interface	generalUI	skillGuide
S.T.A.S.H chart	Quadro de esconderijos	interface	generalUI	skillGuide
Globe	Globo	interface	generalUI	skillGuide
Alchemical chart	Gráfico de alquimia	interface	generalUI	skillGuide
Oak telescope	Telescópio de carvalho	interface	generalUI	skillGuide
Oak eagle lectern	Suporte de águia	interface	generalUI	skillGuide
Oak demon lectern	Suporte de demônio	interface	generalUI	skillGuide
Ornamental globe	Globo ornamental	interface	generalUI	skillGuide
Teak clock	Relógio de teca	interface	generalUI	skillGuide
Teak eagle lectern	Suporte de águia de teca	interface	generalUI	skillGuide
Teak demon lectern	Suporte de demônio de teca	interface	generalUI	skillGuide
Lunar globe	Globo lunar	interface	generalUI	skillGuide
Astronomical chart	Gráfico astronômico	interface	generalUI	skillGuide
Teak telescope	Telescópio de teca	interface	generalUI	skillGuide
Opulent rug	Tapete luxuoso	interface	generalUI	skillGuide
Mahogany eagle lectern	Águia de mogno	interface	generalUI	skillGuide
Mahogany demon lectern	Demônio de mogno	interface	generalUI	skillGuide
Celestial globe	Globo celestial	interface	generalUI	skillGuide
Dungeon candles	Velas	interface	generalUI	skillGuide
Decorative dungeon bloodstain	Sangue decorativo	interface	generalUI	skillGuide
Armillary sphere	Esfera armilar	interface	generalUI	skillGuide
Marble lectern	Suporte de mármore	interface	generalUI	skillGuide
Infernal chart	Gráfico infernal	interface	generalUI	skillGuide
Decorative dungeon pipe	Cano decorativo	interface	generalUI	skillGuide
Dungeon torches	Tochas	interface	generalUI	skillGuide
Mahogany 'scope	Telescópio de mogno	interface	generalUI	skillGuide
Gilded mahogany clock	Relógio dourado	interface	generalUI	skillGuide
Small orrery	Pequeno planetário	interface	generalUI	skillGuide
Hanging dungeon skeleton	Esqueleto pendurado	interface	generalUI	skillGuide
Dungeon skull torches	Tochas de crânio	interface	generalUI	skillGuide
Large orrery	Planetário grande	interface	generalUI	skillGuide
Trophies - Members Only	Troféis - Para Membros	interface	generalUI	skillGuide
Oak wall decoration	Decoração de parede de carvalho	interface	generalUI	skillGuide
Trophy pedestal	Pedestal para troféu	interface	generalUI	skillGuide
Rug (League hall)	Tapete (Salão da League)	interface	generalUI	skillGuide
Trailblazer rug	Tapete Trailblazer	interface	generalUI	skillGuide
Suit of armour	Conjunto de armadura	interface	generalUI	skillGuide
Banner stand	Suporte para bandeiras	interface	generalUI	skillGuide
League statue	Estátua da Leauges	interface	generalUI	skillGuide
Trailblazer globe	Globo Trailblazer	interface	generalUI	skillGuide
Oak outfit stand	Suporte para equipamentos em carvalho	interface	generalUI	skillGuide
Small portrait	Pequeno retrato	interface	generalUI	skillGuide
Oak trophy case	Vitrine de troféus em carvalho	interface	generalUI	skillGuide
Mounted bass	Garoupa montada	interface	generalUI	skillGuide
Teak wall decoration	Decoração de parede de teca	interface	generalUI	skillGuide
Minor Slayer monster head	Cabeça menor	interface	generalUI	skillGuide
Small map	Mapa pequeno	interface	generalUI	skillGuide
Rune display cases	Mostruário de runas	interface	generalUI	skillGuide
Mounted sword	Espada montada	interface	generalUI	skillGuide
Small landscape	Pequena paisagem	interface	generalUI	skillGuide
Mounted Anti-Dragon Shield	Escudo antidragão montado	interface	generalUI	skillGuide
Mounted Amulet of Glory	Amuleto da glória montado	interface	generalUI	skillGuide
Mounted Cape of Legends	Capa das lendas montada	interface	generalUI	skillGuide
Mounted Mythical Cape	Capa Mítica montada	interface	generalUI	skillGuide
Leagues accomplishment scroll	Pergaminho de conquistas da League	interface	generalUI	skillGuide
Large portrait	Retrato grande	interface	generalUI	skillGuide
Gilded mahogany wall decoration	Decoração dourada	interface	generalUI	skillGuide
Mounted swordfish	Peixe-espada montado	interface	generalUI	skillGuide
Medium map	Mapa médio	interface	generalUI	skillGuide
Medium Slayer monster head	Cabeça média	interface	generalUI	skillGuide
Ornate trophy pedestal	Pedestal ornamentado para troféu	interface	generalUI	skillGuide
Opulent rug (League hall)	Tapete luxuoso (Salão da League)	interface	generalUI	skillGuide
Large landscape	Paisagem grande	interface	generalUI	skillGuide
Mounted harpoonfish	Peixe-arpão montado	interface	generalUI	skillGuide
Ornate banner stand	Suporte para bandeiras ornamentado	interface	generalUI	skillGuide
Round wall-mounted shield	Escudo redondo	interface	generalUI	skillGuide
Ornate league statue	Estátua da Leagues ornamentada	interface	generalUI	skillGuide
Mounted Xeric's Talisman	Talismã de Xeric montado	interface	generalUI	skillGuide
Mahogany outfit stand	Suporte para equipamentos em mogno	interface	generalUI	skillGuide
Mounted shark	Tubarão montado	interface	generalUI	skillGuide
Square wall-mounted shield	Escudo retangular	interface	generalUI	skillGuide
Mahogany trophy case	Vitrine de troféus em mogno	interface	generalUI	skillGuide
Major Slayer monster head	Cabeça maior	interface	generalUI	skillGuide
Large map	Mapa grande	interface	generalUI	skillGuide
Quest list	Lista de missões	interface	generalUI	skillGuide
Mounted emblem	Emblema montado	interface	generalUI	skillGuide
Mounted coins	Moedas montadas	interface	generalUI	skillGuide
Cape hanger	Cabide para capa	interface	generalUI	skillGuide
Mounted Digsite Pendant	Pingente do sítio de escavação montado	interface	generalUI	skillGuide
Mounted Vorkath head	Cabeça de Vorkath montada	interface	generalUI	skillGuide
Mounted Alchemical Hydra head	Cabeça de hidra alquímica montada	interface	generalUI	skillGuide
Mahogany adventure log	Diário de aventuras de mogno	interface	generalUI	skillGuide
Wall-mounted kiteshield	Escudo ogival	interface	generalUI	skillGuide
Boss lair display	Expositor de chefe	interface	generalUI	skillGuide
Gilded adventure log	Diário de aventuras dourado	interface	generalUI	skillGuide
Marble adventure log	Diário de aventuras de mármore	interface	generalUI	skillGuide
Games - Members Only	Jogos - Para Membros	interface	generalUI	skillGuide
Hoop-and-stick game	Jogo da argola	interface	generalUI	skillGuide
Boxing ring	Ringue de boxe	interface	generalUI	skillGuide
Boxing glove rack	Cavalete de luvas	interface	generalUI	skillGuide
Oak prize chest	Arca-prêmio de carvalho	interface	generalUI	skillGuide
Lesser magical balance	Equilíbrio mágico 1	interface	generalUI	skillGuide
Jester game	Bufão	interface	generalUI	skillGuide
Clay attack stone	Pedra de ataque de argila	interface	generalUI	skillGuide
Fencing ring	Ringue de esgrima	interface	generalUI	skillGuide
Weapons rack	Cavalete de armas	interface	generalUI	skillGuide
Teak prize chest	Arca-prêmio de teca	interface	generalUI	skillGuide
Combat dummy	Boneco de combate	interface	generalUI	skillGuide
Treasure hunt fairy house	Casa da fada da caça ao tesouro	interface	generalUI	skillGuide
Combat ring	Ringue de combate	interface	generalUI	skillGuide
Combat dummy (Undead and slayer)	Boneco de combate (morto-vivo e extermínio)	interface	generalUI	skillGuide
Dartboard	Alvo para dardos	interface	generalUI	skillGuide
Extra weapons rack	Cavalete de armas extras	interface	generalUI	skillGuide
Mahogany prize chest	Arca-prêmio de mogno	interface	generalUI	skillGuide
Medium balance	Equilíbrio mágico 2	interface	generalUI	skillGuide
Ornate combat dummy (Undead and slayer)	Boneco de combate ornamentado (morto-vivo e extermínio)	interface	generalUI	skillGuide
Limestone attack stone	Pedra de ataque	interface	generalUI	skillGuide
Hangman game	Jogo da forca	interface	generalUI	skillGuide
Simple pet arena	Arena simples	interface	generalUI	skillGuide
Ranging pedestals	Pedestais de mira	interface	generalUI	skillGuide
Advanced pet arena	Arena avançada	interface	generalUI	skillGuide
Greater magical balance	Equilíbrio mágico 3	interface	generalUI	skillGuide
Marble attack stone	Pedra ataque de mármore	interface	generalUI	skillGuide
Archery target	Alvo para arco e flecha	interface	generalUI	skillGuide
Balance beam	Viga de equilíbrio	interface	generalUI	skillGuide
Glorious pet arena	Arena gloriosa	interface	generalUI	skillGuide
Garden - Members Only	Jardim - Para Membros	interface	generalUI	skillGuide
Exit portal	Portal de saída	interface	generalUI	skillGuide
Low-level plants	Plantas para nível baixo	interface	generalUI	skillGuide
Decorative rock	Pedra decorativa	interface	generalUI	skillGuide
Tree	Árvore	interface	generalUI	skillGuide
Mid-level plants	Plantas para nível médio	interface	generalUI	skillGuide
Pond	Lago	interface	generalUI	skillGuide
Nice tree	Bonita árvore	interface	generalUI	skillGuide
High-level plants	Plantas para nível alto	interface	generalUI	skillGuide
Imp statue	Estátua de diabinho	interface	generalUI	skillGuide
Oak tree	Carvalho	interface	generalUI	skillGuide
Willow tree	Salgueiro	interface	generalUI	skillGuide
Grassland pet habitat	Habitat de pastagem	interface	generalUI	skillGuide
Tip jar	Potinho de gorjeta	interface	generalUI	skillGuide
Maple tree	Bordo	interface	generalUI	skillGuide
Forest pet habitat	Habitat florestal	interface	generalUI	skillGuide
Boundary stones	Pedras divisórias	interface	generalUI	skillGuide
Thorny hedge	Cerca viva de espinhos	interface	generalUI	skillGuide
Desert pet habitat	Ambiente desértico	interface	generalUI	skillGuide
Wooden fence	Cerca de madeira	interface	generalUI	skillGuide
Nice hedge	Bonita cerca viva	interface	generalUI	skillGuide
Yew tree	Teixo	interface	generalUI	skillGuide
Stone wall	Muro de pedra	interface	generalUI	skillGuide
Small box hedge	Cerca viva pequena quadrada	interface	generalUI	skillGuide
Gazebo	Gazebo	interface	generalUI	skillGuide
Restoration pool	Poço de restauração	interface	generalUI	skillGuide
Zen theme	Tema zen	interface	generalUI	skillGuide
Topiary bush	Arbusto topiário	interface	generalUI	skillGuide
Sunflower	Girassol	interface	generalUI	skillGuide
Rosemary	Alecrim	interface	generalUI	skillGuide
Teak garden bench	Banco de jardim de teca	interface	generalUI	skillGuide
Iron railings	Grade de ferro	interface	generalUI	skillGuide
Polar pet habitat	Ambiente polar	interface	generalUI	skillGuide
Topiary hedge	Cerca viva topiária	interface	generalUI	skillGuide
Dungeon entrance	Entrada da masmorra	interface	generalUI	skillGuide
Revitalisation pool	Poço de revitalização	interface	generalUI	skillGuide
Marigolds	Malmequeres	interface	generalUI	skillGuide
Daffodils	Narcisos	interface	generalUI	skillGuide
Picket fence	Cerca de estaca	interface	generalUI	skillGuide
Small fountain	Fonte pequena	interface	generalUI	skillGuide
Fancy hedge	Cerca viva formosa	interface	generalUI	skillGuide
Magic tree	Árvore mágica	interface	generalUI	skillGuide
Otherworldly theme	Tema sobrenatural	interface	generalUI	skillGuide
Spirit tree	Árvore espiritual	interface	generalUI	skillGuide
Large fountain	Fonte grande	interface	generalUI	skillGuide
Garden fence	Cerca de jardim	interface	generalUI	skillGuide
Redwood fence	Cerca de sequóia	interface	generalUI	skillGuide
Tall fancy hedge	Cerca viva formosa alta	interface	generalUI	skillGuide
Roses	Rosas	interface	generalUI	skillGuide
Bluebells	Campânula	interface	generalUI	skillGuide
Volcanic pet habitat	Ambiente vulcânico	interface	generalUI	skillGuide
Gnome bench	Banco gnomo	interface	generalUI	skillGuide
Marble wall	Muro de mármore	interface	generalUI	skillGuide
Obelisk	Obelisco	interface	generalUI	skillGuide
Rejuvenation pool	Poço de rejuvenescimento	interface	generalUI	skillGuide
Tall box hedge	Cerca viva alta quadrada	interface	generalUI	skillGuide
Posh fountain	Fonte luxuosa	interface	generalUI	skillGuide
Obsidian fence	Cerca de obsidiana	interface	generalUI	skillGuide
Fairy ring	Anel das fadas	interface	generalUI	skillGuide
Fancy rejuvenation pool	Poço de rejuvenescimento sofisticada	interface	generalUI	skillGuide
Volcanic theme	Tema vulcânico	interface	generalUI	skillGuide
Marble garden bench (decoration only)	Banco de mármore (decoração)	interface	generalUI	skillGuide
Ornate rejuvenation pool	Poço de rejuvenescimento ornamentada	interface	generalUI	skillGuide
Spirit tree & fairy ring	Árvore espiritual e anel das fadas	interface	generalUI	skillGuide
Obsidian garden bench (decoration only)	Banco de obsidiana (decoração)	interface	generalUI	skillGuide
Dungeon - Members Only	Calabouço - Para Membros	interface	generalUI	skillGuide
Throne room floor decoration	Decoração do piso	interface	generalUI	skillGuide
Oak cage	Gaiola de carvalho	interface	generalUI	skillGuide
Oubliette spikes	Espinhos	interface	generalUI	skillGuide
Steel cage	Gaiola de aço	interface	generalUI	skillGuide
Oak and steel cage	Gaiola de carvalho e aço	interface	generalUI	skillGuide
Skeleton guard	Guarda esqueleto	interface	generalUI	skillGuide
Tentacle pool	Piscina de tentáculos	interface	generalUI	skillGuide
Spike trap	Armadilha de pontas	interface	generalUI	skillGuide
Large trapdoor	Alçapão	interface	generalUI	skillGuide
Oak dungeon door	Porta de carvalho	interface	generalUI	skillGuide
Guard dog	Cão de guarda	interface	generalUI	skillGuide
Wooden dungeon treasure crate	Engradado de madeira	interface	generalUI	skillGuide
Demon	Demônio	interface	generalUI	skillGuide
Man trap	Armadilha humana	interface	generalUI	skillGuide
Oubliette flame pit	Fosso de chamas	interface	generalUI	skillGuide
Hobgoblin guard	Guarda duende	interface	generalUI	skillGuide
Oak dungeon treasure chest	Arca de carvalho	interface	generalUI	skillGuide
Spiked cage	Gaiola de espinhos	interface	generalUI	skillGuide
Tangle vine	Vinha emaranhada	interface	generalUI	skillGuide
Kalphite soldier	Soldado Kalphita	interface	generalUI	skillGuide
Lesser magic cage	Gaiola mágica menor	interface	generalUI	skillGuide
Baby red dragon	Filhote de dragão vermelho	interface	generalUI	skillGuide
Teak dungeon treasure chest	Arca de teca	interface	generalUI	skillGuide
Rocnar	Rocnar	interface	generalUI	skillGuide
Steel-plated oak door	Porta de carvalho reforçada com aço	interface	generalUI	skillGuide
Marble trap	Armadilha de mármore	interface	generalUI	skillGuide
Tok-Xil	Tok-Xil	interface	generalUI	skillGuide
Bone cage	Gaiola de ossos	interface	generalUI	skillGuide
Huge spider	Aranha enorme	interface	generalUI	skillGuide
Mahogany dungeon treasure chest	Arca de mogno	interface	generalUI	skillGuide
Teleport trap	Armadilha de teleporte	interface	generalUI	skillGuide
Greater magic cage	Gaiola mágica maior	interface	generalUI	skillGuide
Troll guard	Guarda troll	interface	generalUI	skillGuide
Dagannoth	Dagannoth	interface	generalUI	skillGuide
Magic dungeon treasure chest	Arca mágica	interface	generalUI	skillGuide
Marble dungeon door	Porta de mármore	interface	generalUI	skillGuide
Hellhound	Cão infernal	interface	generalUI	skillGuide
Steel dragon	Dragão de aço	interface	generalUI	skillGuide
Rune dragon (after Dragon Slayer II)	Dragão de runita (após Dragon Slayer II)	interface	generalUI	skillGuide
Chapel - Members Only	Capela - Para Membros	interface	generalUI	skillGuide
Oak altar	Altar de carvalho	interface	generalUI	skillGuide
Steel torches (chapel)	Tochas de aço	interface	generalUI	skillGuide
Icon of Gnome Child	Ícone da criança gnomo	interface	generalUI	skillGuide
Symbol of Saradomin	Símbolo de Saradomin	interface	generalUI	skillGuide
Symbol of Guthix	Símbolo de Guthix	interface	generalUI	skillGuide
Symbol of Zamorak	Símbolo de Zamorak	interface	generalUI	skillGuide
