english	translation	category	sub_category	source
Ah, just in time for my afternoon snack. Pass it over.		dialogue	Marley	Marley
You give the steak sandwich to Marley.		dialogue	Marley	Marley
Marley eats the steak sandwich.		dialogue	Marley	Marley
Aaah... not quite as good as the usual, but it hit the spot.		dialogue	Marley	Marley
Yes [sir/miss] I am. I'll honour my side of the deal and head off to find Willow.		dialogue	Marley	Marley
Excellent! I'll be on my way then.		dialogue	Marley	Marley
Screen fades to black and Marley disappears.		dialogue	Marley	Marley
Ah, my new favourite chef. Have you got another sandwich for me?		dialogue	Marley	Marley
Woah! Alright there, calm down. Was only a joke.		dialogue	Marley	Marley
You need to lighten up a little, my friend.		dialogue	Marley	Marley
Fade into the cutscene of Willow setting the plan in motion.		dialogue	Marley	Marley
Burntof walks up to the door and plants his explosive and fade out.		dialogue	Marley	Marley
Fade in to the explosive about to go off and everyone running away.		dialogue	Marley	Marley
There are explosions at the door. Fade out.		dialogue	Marley	Marley
Fade in to a broken door blocked with debris		dialogue	Marley	Marley
Bloomin' 'eck, Burntof!		dialogue	Marley	Marley
Checkal picks up and removes all of the debris. Fade out.		dialogue	Marley	Marley
Checkal sets to work clearing out the rubble...		dialogue	Marley	Marley
Fade in.		dialogue	Marley	Marley
Right, in I go. Wish me luck [player name].		dialogue	Marley	Marley
Fade out, then in to the inside of the dungeon to Marley disarming traps.		dialogue	Marley	Marley
Right, let's see what hidden surprises you have in store for me.		dialogue	Marley	Marley
Hmm...		dialogue	Marley	Marley
That would have been nasty.		dialogue	Marley	Marley
Is that it? I thought this place would be better protected.		dialogue	Marley	Marley
Now to disarm it...		dialogue	Marley	Marley
Maybe this will work?		dialogue	Marley	Marley
That got it!		dialogue	Marley	Marley
Alright guys! It's safe to come in! I think...		dialogue	Marley	Marley
Fade out, then in to everyone inside of the dungeon.		dialogue	Marley	Marley
Burntof walks over to the undisturbed golem.		dialogue	Marley	Marley
Burntof walks away from the undisturbed golem to a different wall.		dialogue	Marley	Marley
Burntof walks into the centre yellow-marked stone trap.		dialogue	Marley	Marley
The dungeon begins to quake, with rocks falling from the ceiling.		dialogue	Marley	Marley
The golem stands up.		dialogue	Marley	Marley
I think we should get out of here, Willow!		dialogue	Marley	Marley
Fade out.		dialogue	Marley	Marley
[player name] my old pal! How are you doing?		dialogue	Marley	Marley
Not really. I'm not suited to such harsh climates. No steak sandwiches here either...		dialogue	Marley	Marley
Tsssss...		dialogue	Marley	Marley
Yes		dialogue	Marley	Marley
No		dialogue	Marley	Marley
Aye? Who's that, what do you want?		dialogue	Marten	Marten
Marten.		dialogue	Marten	Marten
I got betta' things to do than waste my time talkin' to you.		dialogue	Marten	Marten
Fine, wanna know more 'bout canoes?		dialogue	Marten	Marten
Then get out of here and stop botherin' me.		dialogue	Marten	Marten
Hahaha! Sorry mate, you'll not be able to make any canoes outta that tree there. You'll need to get a bit more skilled at the craft of Woodcuttin'.		dialogue	Marten	Marten
But once you get a bit betta', you'll be able to make a canoe and ride the river.		dialogue	Marten	Marten
It's not 'ard mate, you just gotta chop that tree o'er there down.		dialogue	Marten	Marten
Then cut it down into a canoe. So simple a gobbo could do it.		dialogue	Marten	Marten
But you got no chance of turning it into a beautiful canoe.		dialogue	Marten	Marten
I can tell by lookin' at ya! You ain't a woodcutter, most you'd be able to do is sail to the next stop on a log.		dialogue	Marten	Marten
Hmm, s'pose you could make a decent canoe with your skills. you'll be able to make a dugout, I reckons.		dialogue	Marten	Marten
Err, probably about two stops before it sinks on ya.		dialogue	Marten	Marten
Pah, I don't think so. You'll be lucky to make it past Varrock.		dialogue	Marten	Marten
Well bless me axe, you're almost as good a woodchopper as meself! You'll have no issue craftin' the best of the best, the waka canoe.		dialogue	Marten	Marten
One of those beauties can take you up further in the Wilderness. Beautiful place that.		dialogue	Marten	Marten
Who are you?		dialogue	Marten	Marten
Yes		dialogue	Marten	Marten
No		dialogue	Marten	Marten
Can you teach me about canoes?		dialogue	Marten	Marten
Yes she was staying here, but slightly over a week ago she was getting ready to go back. However she never managed to leave.		dialogue	Martha Rehnison	Martha Rehnison
My daughter Milli was playing near the west wall when she saw some shadowy figures jump out and grab her. Milli is upstairs if you wish to speak to her.		dialogue	Martha Rehnison	Martha Rehnison
Any luck finding Elena yet?		dialogue	Martha Rehnison	Martha Rehnison
I wish you luck, she did a lot for us.		dialogue	Martha Rehnison	Martha Rehnison
That's good to hear, she helped us a lot.		dialogue	Martha Rehnison	Martha Rehnison
Good day friend.		dialogue	Martha Rehnison	Martha Rehnison
Ah, hello and welcome. I'm Martin Holt, leader of Kourend's Royal Society. This is our little protest against the Kourend Council.		dialogue	Martin Holt	Martin Holt
Now there's a question! I have a better one. What's right with the Council?		dialogue	Martin Holt	Martin Holt
I bet you didn't know that the Council was originally only temporary. After the last King died, they were only supposed to rule until his daughter came of age.		dialogue	Martin Holt	Martin Holt
However, according to the Council, the King's daughter went mad. Such a wonderful convenience for them of course. With her out of the picture, the Council became permanent.		dialogue	Martin Holt	Martin Holt
Democracy! That's meant to be the big thing for the Council. Funny thing is, although they're meant to be elected by the people, the same four people have won every single election. Little odd, no?		dialogue	Martin Holt	Martin Holt
Indeed it is. So, do you want to join our protest?		dialogue	Martin Holt	Martin Holt
You do not meet all of the requirements to start the A Kingdom Divided quest.		dialogue	Martin Holt	Martin Holt
Good to see you friend.		dialogue	Martin Holt	Martin Holt
Indeed. I never thought I'd be back here.		dialogue	Martin Holt	Martin Holt
We won! The Council are out, and we have what Kourend really needed. We have a king!		dialogue	Martin Holt	Martin Holt
Of course, King Artur ended up taking the throne from his father a little faster than anyone expected, so he needs plenty of guidance. That's where I come in!		dialogue	Martin Holt	Martin Holt
Exactly! When the people voted on Rose's Accord, they voted for the Hosidius family to become the new royal family. From a technical standpoint that means they voted for King Artur.		dialogue	Martin Holt	Martin Holt
Precisely. My job is to advise King Artur and ensure his actions have a positive impact on the people that he now rules.		dialogue	Martin Holt	Martin Holt
Not too bad. While he lacks experience, the King has a good heart. He wants to do the right thing, and he has the support needed to do it.		dialogue	Martin Holt	Martin Holt
Mind you, he could do with listening to his mother less. She's always whispering things in his ear. She forgets that he's the one in charge, not her.		dialogue	Martin Holt	Martin Holt
Still, I'm sure he just needs time to adjust. I have no doubt that under King Artur, Kourend will prosper like never before.		dialogue	Martin Holt	Martin Holt
Until next time.		dialogue	Martin Holt	Martin Holt
Only a king can right the wrongs of the Council! And only you can make that happen!		dialogue	Martin Holt	Martin Holt
How long will you keep your eyes closed? Their corruption surrounds you!		dialogue	Martin Holt	Martin Holt
This kingdom will never be safe while the Council rule!		dialogue	Martin Holt	Martin Holt
You deserve the truth! They won't give it to you!		dialogue	Martin Holt	Martin Holt
The Council have wronged you! It's time to make things right!		dialogue	Martin Holt	Martin Holt
Together, we can bring an end to the treachery of the Council!		dialogue	Martin Holt	Martin Holt
The Council care only for themselves! It's time for a ruler who cares for you!		dialogue	Martin Holt	Martin Holt
Kourend is a kingdom! A kingdom needs a king, not a council!		dialogue	Martin Holt	Martin Holt
Democracy? What democracy? It's all a façade!		dialogue	Martin Holt	Martin Holt
People of Kourend, you have been lied to!		dialogue	Martin Holt	Martin Holt
Well, look who it is!		dialogue	Queen Zyanyi Arkan	Martin Holt
Can you believe it? The coronation of a king! Truth be told, there were times I wondered if this day would ever come.		dialogue	Queen Zyanyi Arkan	Martin Holt
Everything and more, my friend. And to think they even let us vote on it as well! Fantastic!		dialogue	Queen Zyanyi Arkan	Martin Holt
Indeed. Seems that everyone wants to congratulate him... Or maybe they're just here for the food.		dialogue	Queen Zyanyi Arkan	Martin Holt
Either way, this will be an event for the ages.		dialogue	Queen Zyanyi Arkan	Martin Holt
Most of them. Lord Shayzien was here earlier but he left. To be honest, he didn't look to be enjoying himself.		dialogue	Queen Zyanyi Arkan	Martin Holt
Yes, I heard there was a bit of drama here and there. Still, that's Kourend for you.		dialogue	Queen Zyanyi Arkan	Martin Holt
Now, I'll let you go and mingle. I'm sure the King himself will want a word with you at some point as well.		dialogue	Queen Zyanyi Arkan	Martin Holt
This is a Skillcape of Farming, isn't it incredible? It's a symbol of my ability as the finest farmer in the land and wearing it increases my herb yield!		dialogue	Martin the Master Gardener	Martin the Master Gardener
Of course, fellow farmer. If you wear this cape you'll receive increased yields from your herbs. That'll be 99000 coins.		dialogue	Martin the Master Gardener	Martin the Master Gardener
No skin off my teeth, but if you change your mind, the price will still be the same.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Well, come back and see me when you do.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Unfortunately all Skillcapes are only available with a free hood, it's part of a skill promotion deal; buy one get one free, you know. So you'll need to free up some inventory space before I can sell you one.		dialogue	Martin the Master Gardener	Martin the Master Gardener
That's true; us Master Farmers are a unique breed.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Martin hands you another hood for your skillcape.		dialogue	Martin the Master Gardener	Martin the Master Gardener
I can't chat right now, I have too many things to worry about.		dialogue	Martin the Master Gardener	Martin the Master Gardener
You do not meet the requirements to start the Fairytale I - Growing Pains quest.		dialogue	Martin the Master Gardener	Martin the Master Gardener
I certainly could do with some help.		dialogue	Martin the Master Gardener	Martin the Master Gardener
It all seemed to start about a month ago. I grow roses, you know?		dialogue	Martin the Master Gardener	Martin the Master Gardener
What? Oh sorry.		dialogue	Martin the Master Gardener	Martin the Master Gardener
As I was saying about a month ago I noticed that the yield on my prize rose bushes had dropped slightly. I immediately suspected Crown Gall, a disease that can be fatal to a Mister Lincoln.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Sorry, Mister Lincoln's are the variety of roses that I specialise in. None of the plants showed any other symptoms of the disease though. Then I noticed a reduced yield occurring in most of my other crops too.		dialogue	Martin the Master Gardener	Martin the Master Gardener
I spoke to other gardeners that I know, and they had all noticed similar problems.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Vegetable patches are growing fewer vegetables, bushes are producing fewer berries and everything that is planted seems to be more prone to disease!		dialogue	Martin the Master Gardener	Martin the Master Gardener
You've done some farming, haven't you noticed a decrease in the amount of produce you are getting lately?		dialogue	Martin the Master Gardener	Martin the Master Gardener
I know I am. Depressing isn't it?		dialogue	Martin the Master Gardener	Martin the Master Gardener
That's not very observant of you.		dialogue	Martin the Master Gardener	Martin the Master Gardener
I'd like you to find out what is causing this terrible problem and to try and rectify whatever the problem is.		dialogue	Martin the Master Gardener	Martin the Master Gardener
If I were you I would start by speaking to some of the other gardeners.		dialogue	Martin the Master Gardener	Martin the Master Gardener
I'm not sure if I can, but I guess I have to try.		dialogue	Martin the Master Gardener	Martin the Master Gardener
That banner is the emblem of the Group of Advanced Gardeners. We're a loosely affiliated group of gardeners that are united in our concern for declining vegetable production.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Say, you're a brave adventurer, would you be interested in trying to get to the root of our woes? There would be a cash reward if you could help us.		dialogue	Martin the Master Gardener	Martin the Master Gardener
I'm so glad to hear it.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Sorry, what was that?		dialogue	Martin the Master Gardener	Martin the Master Gardener
Oh. Oh dear. Oh well, if there's nothing I can do to make you change your mind...		dialogue	Martin the Master Gardener	Martin the Master Gardener
Well come back and chat to me if you change it.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Have you spoken to any other members of the Gardening Group yet?		dialogue	Martin the Master Gardener	Martin the Master Gardener
Well please hurry, otherwise I won't be able to make enough produce to feed my 13 children soon.		dialogue	Martin the Master Gardener	Martin the Master Gardener
I'm afraid that can't be the problem. It never rains on the farming patches, that's why we have to water the crops.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Go chat to some other group members. Maybe somebody has a different idea.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Hello again, [player]. How are you getting on with solving the Gardening Group's problems?		dialogue	Martin the Master Gardener	Martin the Master Gardener
(Same as above, the player goes through what the gardeners have told them.)		dialogue	Martin the Master Gardener	Martin the Master Gardener
Why is that?		dialogue	Martin the Master Gardener	Martin the Master Gardener
Hmm, that's an interesting idea. Now that I think about it that does make some sense. Yes, maybe you should talk to a fairy about it.		dialogue	Martin the Master Gardener	Martin the Master Gardener
No, sorry, but I did hear that there were some adventurers with a similar problem in the swamps near Lumbridge. Just don't mention my name if you talk to them, they're trying to keep it a secret, but everybody		dialogue	Martin the Master Gardener	Martin the Master Gardener
actually knows what they're up to.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Hello again, [player]. Our crops are still failing. Please do something fast or we will all go out of business.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Please hurry. Things are getting dire!		dialogue	Martin the Master Gardener	Martin the Master Gardener
What are you talking about?		dialogue	Martin the Master Gardener	Martin the Master Gardener
I'm glad to hear it, but if you don't mind I'll go and plant some seeds now and wait until they grow before I give you the reward that I promised.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Great! I'll see you soon then.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Stop being so impatient, [player]. They'll grow in their own good time - come back later.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Well, you've got a nerve showing up around here again!		dialogue	Martin the Master Gardener	Martin the Master Gardener
You told me that you'd solved the problems of the Gardening Group's members, well I've planted loads of seeds since then and there's no doubt that even more plants are dying!		dialogue	Martin the Master Gardener	Martin the Master Gardener
Yeah, sure, whatever. You know, I didn't believe you when you told me a story about 'the fairies' in the first place. You'd just better solve this problem, when people get hungry, they get angry and when you're the		dialogue	Martin the Master Gardener	Martin the Master Gardener
person who said that everything would be all right, so you're the person who they'll get angry with!		dialogue	Martin the Master Gardener	Martin the Master Gardener
Hello again, [player]. Our crops are still failing. Please do something fast, the food reserves are starting to fail. People will start to realise that there is an imminent food crisis soon!		dialogue	Martin the Master Gardener	Martin the Master Gardener
Hmm, right. You'll forgive me if I reserve judgement on this until I actually have some crops grow.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Godfather...Fairy Nuff...the Queen, I don't know what you're talking about and I don't care. I just want my crops to start growing again. Come back and claim your reward once they've had a chance to grow.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Cor blimey mate, what are ye doing in me pockets?		dialogue	Martin the Master Gardener	Martin the Master Gardener
You're the thief who stole from me!		dialogue	Martin the Master Gardener	Martin the Master Gardener
Guards, guards!		dialogue	Martin the Master Gardener	Martin the Master Gardener
Ask about the Skillcape of Farming.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Skillcape		dialogue	Martin the Master Gardener	Martin the Master Gardener
I'm not paying that!		dialogue	Martin the Master Gardener	Martin the Master Gardener
Sure, not many people own one.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Hood		dialogue	Martin the Master Gardener	Martin the Master Gardener
Ask about the quest.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Anything I can help with?		dialogue	Martin the Master Gardener	Martin the Master Gardener
Now that I think about it, you're right!		dialogue	Martin the Master Gardener	Martin the Master Gardener
No, can't say that I have.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Yes.		dialogue	Martin the Master Gardener	Martin the Master Gardener
No.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Oh dear. I hope you can sort them out by yourself.		dialogue	Martin the Master Gardener	Martin the Master Gardener
What is the banner for?		dialogue	Martin the Master Gardener	Martin the Master Gardener
Of course I'll help.		dialogue	Martin the Master Gardener	Martin the Master Gardener
Sorry, I have better things to do.		dialogue	Martin the Master Gardener	Martin the Master Gardener
You know it's sometimes funny how things work out, I lose some gold but find an item, or I lose an item and find some gold... no-one ever knows what's gone where ya know.		dialogue	Martin Thwait	Martin Thwait
Sorry, mate. Train up your Thieving skill to at least 50 and I might be able to help you out.		dialogue	Martin Thwait	Martin Thwait
Sorry, mate. Train up your Agility skill to at least 50 and I might be able to help you out.		dialogue	Martin Thwait	Martin Thwait
Certainly! Skillcapes are a symbol of achievement. Only people who have mastered a skill and reached level 99 can get their hands on them and gain the benefits they carry.		dialogue	Martin Thwait	Martin Thwait
The Cape of Thieving provides a nice boost to your chances of pickpocketing when worn. Is there anything else I can help you with?		dialogue	Martin Thwait	Martin Thwait
Yeah I know what you mean, found anything recently?		dialogue	Martin Thwait	Martin Thwait
Can you tell me about your cape?		dialogue	Martin Thwait	Martin Thwait
Have you found anything recently?		dialogue	Martin Thwait	Martin Thwait
No thank you.		dialogue	Martin Thwait	Martin Thwait
Okay... I'll be going now.		dialogue	Martin Thwait	Martin Thwait
Ah! Here you go!		dialogue	Martin Thwait	Martin Thwait
I need you to answer this for me.		dialogue	Martin Thwait	Martin Thwait
Please enter the answer to the question.		dialogue	Martin Thwait	Martin Thwait
How can that be? Go check again!		dialogue	Martin Thwait	Martin Thwait
Spot on!		dialogue	Martin Thwait	Martin Thwait
Hello! What can I do for you today?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
I'm Marwolaeth, bringer of prophecy.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
And it's great to meet you, [player name].		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
I'm the local wisdom, my dreams are those of prophecy. Would you care for a reading?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
I see a blinding light! A fire so big the heavens can see it; all those who look upon the great flame struggle to look away.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
I see a darkness so thick, light fails to escape it - A shadow world where up is down and right is wrong.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
I see peace and prosperity - The air is filled with wonderous bird song and the scent of earth and river.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
It isn't my place to derive meaning. Allow my foretelling to guide your future but do not rely upon it happening all by itself. We are the arbiters of our own destiny.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
It's your choice to believe, not mine.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
You're most welcome, [player name].		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Was there anything else you wanted?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Are you sure?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
A blissful existence may be the correct path.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
I can! This is the quaint town of Gwenith. All those who have been granted access to the great crystal city of Prifddinas are welcome here.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Ah... It is expected for an outsider like yourself to notice the mountain wonder how we exist in its shadow.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
We leave the mountain alone and it lets us live peacefully, out of sight of any passing boats.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Of course! At the very top of the mountain sits a ruin. Whatever calamity happened there; their ghosts remain.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Yes. Explore at your own peril, [player name]. There are those who have looked for answers from these mynydd spirits. They never return.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Elsewhere? Indeed... As I said, [player name], explore at your own peril. Was there anything else you wanted?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Farewell, adventurer.		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Who are you?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
What do you do here?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Yes, tell me of my future...		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Hmm, no thanks...		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Can you tell me about this place?		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Bye!		dialogue	Marwolaeth Dawnsio	Marwolaeth Dawnsio
Wait! Come back, we need your help.		dialogue	Mary	Mary
Jack Frost locked us in here when he stormed into our bakery. We tried to stop him from messing up our production, but he got grumpy.		dialogue	Mary	Mary
The Icelord sees you trying to enter their cage and blasts you backwards.		dialogue	Mary	Mary
Are you okay dear? That sounded quite nasty.		dialogue	Mary	Mary
Yes hurry up, we need to get back on schedule.		dialogue	Mary	Mary
If it's not in here or in the back room, it must be in the cage with the Icelord.		dialogue	Mary	Mary
That won't work, the Icelord's magic will interfere.		dialogue	Mary	Mary
I don't, do you Paul?		dialogue	Mary	Mary
...		dialogue	Mary	Mary
You release the bakers and give back their key...		dialogue	Mary	Mary
You're very impressive, what a coincidence that you knew to make a giant piece of gingerbread to protect yourself.		dialogue	Mary	Mary
Well, thanks for freeing us!		dialogue	Mary	Mary
That was extremely reckless, Paul, but you're right, it did work out in the end.		dialogue	Mary	Mary
We'll be back in full production in no time!		dialogue	Mary	Mary
Maybe Jack was onto something by using it to ice the Gingerbread Gnomes.		dialogue	Mary	Mary
You should take the giant piece of gingerbread you made and show it to Santa, he'll know we're back in business then.		dialogue	Mary	Mary
It is. What brings you here?		dialogue	Mary	Mary
Well you won't find anything too exciting here I'm afraid. Just farming.		dialogue	Mary	Mary
Well I have to say that mounted head looks awful.		dialogue	Mary	Mary
Not to worry. If it keeps Gordon happy, so be it. Anyway, thank you for keeping our farm safe. With the beast dealt with, I've been able to get back to tanning again.		dialogue	Mary	Mary
Of course.		dialogue	Mary	Mary
Good to see you again! Anything I can do for you?		dialogue	Mary	Mary
Could you tan something for me?		dialogue	Mary	Mary
Happy to have helped. All the best.		dialogue	Mary	Mary
I'm good.		dialogue	Mary	Mary
Thank you for all your help in solving the murder.		dialogue	Mary	Mary
Wait! Come back, we need your help.		dialogue	Mary (2019 Christmas event)	Mary
Jack Frost locked us in here when he stormed into our bakery. We tried to stop him from messing up our production, but he got grumpy.		dialogue	Mary (2019 Christmas event)	Mary
Are you okay dear? That sounded quite nasty.		dialogue	Mary (2019 Christmas event)	Mary
Yes hurry up, we need to get back on schedule.		dialogue	Mary (2019 Christmas event)	Mary
If it's not in here or in the back room, it must be in the cage with the Icelord.		dialogue	Mary (2019 Christmas event)	Mary
That won't work, the Icelord's magic will interfere.		dialogue	Mary (2019 Christmas event)	Mary
I don't, do you Paul?		dialogue	Mary (2019 Christmas event)	Mary
...		dialogue	Mary (2019 Christmas event)	Mary
You're very impressive, what a coincidence that you knew to make a giant piece of gingerbread to protect yourself.		dialogue	Mary (2019 Christmas event)	Mary
Well, thanks for freeing us!		dialogue	Mary (2019 Christmas event)	Mary
That was extremely reckless, Paul, but you're right, it did work out in the end.		dialogue	Mary (2019 Christmas event)	Mary
We'll be back in full production in no time!		dialogue	Mary (2019 Christmas event)	Mary
Maybe Jack was onto something by using it to ice the Gingerbread Gnomes.		dialogue	Mary (2019 Christmas event)	Mary
You should take the giant piece of gingerbread you made and show it to Santa, he'll know we're back in business then.		dialogue	Mary (2019 Christmas event)	Mary
It is. What brings you here?		dialogue	Mary (Getting Ahead)	Mary
Well you won't find anything too exciting here I'm afraid. Just farming.		dialogue	Mary (Getting Ahead)	Mary
Well I have to say that mounted head looks awful.		dialogue	Mary (Getting Ahead)	Mary
Not to worry. If it keeps Gordon happy, so be it. Anyway, thank you for keeping our farm safe. With the beast dealt with, I've been able to get back to tanning again.		dialogue	Mary (Getting Ahead)	Mary
Of course.		dialogue	Mary (Getting Ahead)	Mary
Good to see you again! Anything I can do for you?		dialogue	Mary (Getting Ahead)	Mary
Thank you for all your help in solving the murder.		dialogue	Mary (Murder Mystery)	Mary
Wait! Come back, we need your help.		dialogue	Paul	Mary
Jack Frost locked us in here when he stormed into our bakery. We tried to stop him from messing up our production, but he got grumpy.		dialogue	Paul	Mary
Are you okay dear? That sounded quite nasty.		dialogue	Paul	Mary
Yes hurry up, we need to get back on schedule.		dialogue	Paul	Mary
If it's not in here or in the back room, it must be in the cage with the Icelord.		dialogue	Paul	Mary
That won't work, the Icelord's magic will interfere.		dialogue	Paul	Mary
I don't, do you Paul?		dialogue	Paul	Mary
...		dialogue	Paul	Mary
You're very impressive, what a coincidence that you knew to make a giant piece of gingerbread to protect yourself.		dialogue	Paul	Mary
Well, thanks for freeing us!		dialogue	Paul	Mary
That was extremely reckless, Paul, but you're right, it did work out in the end.		dialogue	Paul	Mary
We'll be back in full production in no time!		dialogue	Paul	Mary
Maybe Jack was onto something by using it to ice the Gingerbread Gnomes.		dialogue	Paul	Mary
You should take the giant piece of gingerbread you made and show it to Santa, he'll know we're back in business then.		dialogue	Paul	Mary
Wait! Come back, we need your help.		dialogue	Paul (2019 Christmas event)	Mary
Jack Frost locked us in here when he stormed into our bakery. We tried to stop him from messing up our production, but he got grumpy.		dialogue	Paul (2019 Christmas event)	Mary
Are you okay dear? That sounded quite nasty.		dialogue	Paul (2019 Christmas event)	Mary
Yes hurry up, we need to get back on schedule.		dialogue	Paul (2019 Christmas event)	Mary
If it's not in here or in the back room, it must be in the cage with the Icelord.		dialogue	Paul (2019 Christmas event)	Mary
That won't work, the Icelord's magic will interfere.		dialogue	Paul (2019 Christmas event)	Mary
I don't, do you Paul?		dialogue	Paul (2019 Christmas event)	Mary
...		dialogue	Paul (2019 Christmas event)	Mary
You're very impressive, what a coincidence that you knew to make a giant piece of gingerbread to protect yourself.		dialogue	Paul (2019 Christmas event)	Mary
Well, thanks for freeing us!		dialogue	Paul (2019 Christmas event)	Mary
That was extremely reckless, Paul, but you're right, it did work out in the end.		dialogue	Paul (2019 Christmas event)	Mary
We'll be back in full production in no time!		dialogue	Paul (2019 Christmas event)	Mary
Maybe Jack was onto something by using it to ice the Gingerbread Gnomes.		dialogue	Paul (2019 Christmas event)	Mary
You should take the giant piece of gingerbread you made and show it to Santa, he'll know we're back in business then.		dialogue	Paul (2019 Christmas event)	Mary
The Icelord sees you trying to enter their cage and blasts you backwards.		dialogue	Mary (2019 Christmas event)	Mary (2019 Christmas event)
You release the bakers and give back their key...		dialogue	Mary (2019 Christmas event)	Mary (2019 Christmas event)
Could you tan something for me?		dialogue	Mary (Getting Ahead)	Mary (Getting Ahead)
Happy to have helped. All the best.		dialogue	Mary (Getting Ahead)	Mary (Getting Ahead)
I'm good.		dialogue	Mary (Getting Ahead)	Mary (Getting Ahead)
Ah! Welcome, newcomer. I am the Master Chef, Lev. It is here that I will teach you how to cook food truly fit for a king.		dialogue	Master Chef	Master Chef
Hahahahahaha! You call THAT cooking? Some shrimp on an open log fire? Oh, no, no, no. I am going to teach you the fine art of cooking bread.		dialogue	Master Chef	Master Chef
Time for you to learn the fine art of cooking bread.		dialogue	Master Chef	Master Chef
Do you need something?		dialogue	Master Chef	Master Chef
It's quite simple. Just use a pot of flour on a bucket of water, or vice versa, and you'll make dough. You can fill a bucket with water at any sink.		dialogue	Master Chef	Master Chef
Do you need anything else?		dialogue	Master Chef	Master Chef
The range is the only place you can cook a lot of the more complex foods in Gielinor. To cook on a range, all you need to do is click on it. You'll need to make sure you have the required items in your inventory though.		dialogue	Master Chef	Master Chef
Tell me about making dough again.		dialogue	Master Chef	Master Chef
Tell me about range cooking again.		dialogue	Master Chef	Master Chef
Nothing thanks.		dialogue	Master Chef	Master Chef
Hello, and welcome to the Crafting Guild. Accomplished crafters from all over the land come here to use our top notch workshops.		dialogue	Master Crafter	Master Crafter
This? This is a Skillcape of Crafting. It is a symbol of my ability as master of the Crafting Guild and it provides unlimited teleports here.		dialogue	Master Crafter	Master Crafter
If you should ever achieve level 99 Crafting come and talk to me and we'll see if we can sort you out with one.		dialogue	Master Crafter	Master Crafter
I certainly am, and I can see that you are definitely talented enough to own one! The cape has a built-in teleport back to us at the guild too!		dialogue	Master Crafter	Master Crafter
Unfortunately, being such a prestigious item, they are appropriately expensive. I'm afraid I must ask you for 99000 gold.		dialogue	Master Crafter	Master Crafter
Not at all; there are many other adventurers who would love the opportunity to purchase such a prestigious item! You can find me here if you change your mind.		dialogue	Master Crafter	Master Crafter
Well, come back and see me when you do.		dialogue	Master Crafter	Master Crafter
Unfortunately all Skillcapes are only available with a free hood, it's part of a skill promotion deal; buy one get one free, you know. So you'll need to free up some inventory space before I can sell you one.		dialogue	Master Crafter	Master Crafter
